ID,Age,Type,Experience,Hospital Location,Patients in Queue,Patients Seen in Lifetime
7190,36,15,28,925,23,7761
7201,79,45,7,917,20,7306
3327,55,75,19,994,4,7634
2502,66,22,15,919,4,9886
2132,73,52,18,912,18,2277
3243,44,53,11,927,18,2884
10899,33,59,15,986,11,2609
9968,33,42,17,948,1,5179
2224,60,13,4,994,11,6202
14879,65,45,15,947,4,3631
3940,50,97,26,915,30,2410
14190,65,48,5,974,27,9048
2117,52,73,24,919,24,1697
1542,80,64,26,962,8,8298
14656,76,76,13,917,7,6217
9725,46,40,12,969,25,1921
3577,32,16,8,968,10,4574
14234,34,43,4,993,19,1505
7352,56,79,12,985,19,1886
4517,42,5,0,975,5,2230
14957,66,28,19,904,25,3405
7953,64,32,25,939,26,5212
524,34,17,17,979,24,9403
5792,31,88,26,937,5,3229
14963,75,31,3,949,19,9435
1481,45,90,11,953,4,8882
7845,47,69,10,966,17,2244
2902,78,82,24,978,28,1104
7024,80,6,27,956,24,1422
2989,67,99,8,978,27,1647
14405,42,54,22,946,23,5897
10578,80,90,22,958,4,7033
2079,58,90,10,917,15,2582
3803,52,15,17,948,27,6002
12021,44,1,5,905,5,4964
658,36,72,3,927,9,10000
1573,37,73,25,954,21,4757
1490,40,81,24,960,20,4044
7335,79,50,9,979,12,2647
1970,54,83,22,922,3,5128
7819,59,48,18,919,19,7873
2017,52,7,15,965,28,5532
4554,78,42,13,982,10,3699
13169,36,88,1,904,30,5017
5834,54,87,25,992,18,9280
9519,50,4,29,922,2,4131
565,61,80,3,916,26,7519
13909,44,94,27,986,6,3436
6176,36,4,9,986,27,8843
5516,45,100,24,920,17,3970
5680,53,12,30,996,1,4553
9611,48,13,29,953,13,3509
12751,51,52,14,948,25,4184
13920,49,18,5,990,19,8816
13948,54,60,22,932,11,9336
4221,57,69,20,919,21,4159
5422,30,61,18,944,20,2911
6766,41,14,15,933,4,4575
4124,66,53,10,926,1,5906
12619,36,58,20,943,20,8727
10475,65,48,0,943,28,3322
9594,72,65,8,931,21,8689
14609,69,91,0,954,27,3149
12978,43,76,25,939,28,4766
10858,41,17,0,1000,19,5755
4538,75,15,12,956,10,8892
3433,40,52,19,955,4,4960
4172,44,92,8,957,8,7154
10965,57,31,12,998,20,8036
14520,32,45,26,1000,15,3040
4843,31,23,19,903,17,7464
9295,64,56,11,917,23,3905
1273,62,48,8,955,15,8043
2454,53,66,22,959,16,8846
1904,56,80,14,978,13,5734
4775,75,95,10,998,21,4420
11511,33,15,17,940,5,9777
13483,56,61,9,997,6,4669
1861,62,64,1,948,24,1348
4695,47,25,6,958,15,6923
3056,56,57,21,991,24,5340
13266,30,70,9,965,25,4685
5621,78,48,11,920,22,2009
7911,65,28,27,907,10,3683
6553,47,41,29,920,4,9547
2111,68,26,8,954,22,8833
3365,34,72,21,991,17,1480
1746,38,52,28,943,14,1588
1448,70,24,28,941,15,6378
5629,30,89,23,1000,26,8702
13832,46,40,27,922,22,4151
8322,72,37,18,912,15,5335
7282,73,1,15,964,14,2069
3683,78,51,2,914,4,7108
3196,80,72,29,959,19,6989
13785,55,3,4,960,22,1154
11307,47,32,7,986,25,2048
4820,54,61,24,903,25,5839
13667,69,2,23,923,26,2228
12307,43,57,13,935,13,4747
2241,43,68,12,990,30,4304
5325,66,30,16,911,13,3470
13631,64,85,17,922,3,4879
3127,32,87,24,908,21,5768
1723,56,10,25,965,13,4548
11451,43,4,23,982,1,5465
12920,30,77,3,929,5,3111
3345,76,83,6,971,16,7513
3963,65,32,8,973,18,4766
635,69,68,15,984,21,9979
7966,78,35,4,918,1,7106
9281,44,92,16,920,21,9226
14344,69,85,2,977,12,2858
6714,75,80,5,943,17,2682
11746,63,92,22,982,5,2230
5856,36,26,8,997,8,7783
1630,56,83,20,939,17,3702
9293,50,28,20,902,6,1383
3719,31,84,9,936,22,2840
9813,36,94,15,956,25,9460
8858,69,76,16,930,9,5601
7806,64,45,24,966,6,5779
14862,58,12,9,986,16,8482
8360,53,77,5,975,6,8715
6445,46,70,2,925,25,9735
12381,41,52,2,917,27,9054
2792,53,21,8,989,9,3679
3270,59,63,0,967,17,8161
13480,34,49,26,913,4,7741
9693,80,10,21,930,16,1756
5594,58,93,28,935,1,9388
1205,63,87,7,904,12,6069
8494,61,92,29,999,15,8055
14492,50,28,20,968,2,4847
10050,34,31,18,990,6,4346
6959,53,54,26,989,25,6969
5179,37,75,25,942,18,5098
11311,79,87,26,962,12,2497
6342,60,4,29,929,18,2773
13505,63,48,1,987,10,8422
7560,46,33,28,918,21,6496
14690,36,56,30,971,7,9798
1550,65,49,25,979,14,1377
13540,49,51,19,933,29,1841
13740,50,14,17,925,27,2322
9827,31,8,16,907,9,2711
5369,53,51,7,901,24,4027
1670,56,40,17,931,2,2391
12490,64,79,24,928,25,3539
7547,68,15,13,996,11,1740
13621,52,89,27,914,28,8914
6779,36,49,10,962,14,7858
1590,54,96,15,975,8,4385
1120,35,57,19,907,13,6439
13332,73,28,12,985,29,2976
9774,40,71,27,959,13,7955
9124,37,54,26,901,4,3475
9525,34,56,11,975,27,9002
5285,42,25,29,953,28,8112
1003,59,72,4,948,29,9208
4227,40,29,5,900,19,2844
12649,77,90,22,971,6,3255
13990,66,53,10,967,11,6657
12108,39,40,2,968,9,8986
11580,69,41,17,954,7,1448
10340,76,7,6,986,25,4161
2888,50,25,9,987,16,2938
9911,79,32,28,948,16,6145
9728,56,58,5,916,20,8051
984,60,60,11,952,27,9701
1454,57,54,6,966,13,7852
5693,45,67,25,922,3,2290
10690,65,91,24,942,4,5692
786,57,100,5,901,7,1604
13174,63,99,4,970,26,6174
4596,58,18,10,948,15,6855
5254,76,33,5,977,9,3359
2739,53,14,30,904,10,4704
11370,35,78,2,900,27,4509
2130,78,56,12,920,28,8738
7825,62,11,20,975,8,2035
7855,53,61,19,972,13,3144
6083,47,92,27,900,19,4549
502,72,36,19,993,21,2398
1467,35,66,10,983,1,1094
13661,52,59,3,906,21,5835
10178,45,17,29,974,21,4173
13943,37,50,28,987,13,8623
10236,49,39,9,985,27,3276
4363,37,40,20,952,21,3617
13140,77,1,29,919,12,6257
14853,40,46,21,902,30,3907
10936,73,50,9,907,12,2856
10591,39,24,3,981,24,3700
14965,59,22,20,980,17,7137
9637,31,9,25,944,8,2602
13097,80,42,16,967,13,3744
7026,46,38,19,946,29,3364
5174,67,38,0,905,20,6825
11538,41,73,5,907,14,7150
14678,57,97,15,906,9,1046
5734,65,26,29,973,30,5018
3901,36,13,10,906,29,3143
763,63,30,0,981,27,4462
2889,54,17,14,943,29,1653
10466,33,14,30,913,30,2029
3252,79,77,30,972,23,6878
6365,42,78,7,972,15,7565
2748,69,66,11,944,20,8611
649,67,92,1,975,1,7764
11765,53,82,16,997,9,6754
11718,58,4,12,951,29,8223
7798,51,46,23,915,12,2916
4987,43,82,19,958,17,6142
6509,33,49,17,921,5,1730
13363,73,69,1,917,21,5929
4910,76,49,17,964,8,2118
1828,80,33,15,940,29,3907
12725,59,79,23,999,19,1449
4333,33,72,14,990,18,2825
4059,50,94,24,913,13,9463
8726,47,19,7,901,28,6355
7577,71,41,28,970,10,6764
1294,65,64,17,934,14,2452
5157,57,32,17,931,17,8881
1435,60,85,7,964,27,6867
5588,37,34,20,960,6,1577
4509,54,2,29,957,28,5775
3307,39,99,12,974,12,4756
6263,76,27,21,909,30,7099
1614,55,67,4,978,5,5615
6603,51,78,24,955,25,6253
1123,77,89,18,967,9,6220
1318,75,1,15,943,7,9361
7722,76,62,0,979,2,8191
1658,75,34,5,943,10,5939
7293,36,64,20,969,24,3922
14206,50,79,29,903,27,7099
1396,46,34,16,937,22,7521
5129,30,40,10,994,6,2064
7445,37,79,14,940,11,9057
11984,80,13,22,926,2,3588
4587,57,100,23,938,18,1969
2280,63,4,10,1000,2,8719
11294,30,27,13,999,11,8511
10766,73,46,16,914,20,4329
1867,67,64,4,966,1,8646
8878,56,65,10,970,28,1734
9409,54,36,24,944,7,5620
3674,40,49,11,926,26,9994
9987,40,19,28,913,30,8606
7367,33,7,20,917,20,8556
6139,73,23,10,986,3,4894
9981,34,25,16,917,6,6476
2162,33,38,29,989,29,4302
5603,63,45,21,972,17,7460
12890,64,58,13,954,26,8013
11613,72,50,9,903,20,9962
3014,41,84,4,933,9,6024
13319,46,8,2,917,13,7368
3769,53,44,26,963,4,2497
13641,80,46,7,962,5,9322
9987,80,49,16,971,4,7593
8043,70,84,14,927,11,7672
724,47,91,19,972,24,1749
12240,53,4,24,944,19,2393
7601,31,6,6,926,12,7193
3407,49,36,11,985,21,2614
3247,48,84,16,904,25,4865
1469,52,19,10,977,13,1916
6853,63,56,0,902,4,8119
5876,69,39,16,917,21,8091
2744,38,90,21,953,25,4618
13599,34,43,27,927,20,9941
9358,63,23,23,960,7,2156
14371,30,90,16,940,29,1047
14431,41,79,19,903,17,8403
1342,74,56,14,935,9,2609
11844,73,44,22,947,23,1984
1744,43,72,22,904,10,7452
14199,32,75,4,931,9,5914
10352,51,10,26,960,26,1030
551,72,96,29,958,21,8357
9341,55,46,8,983,29,8243
4366,32,93,20,997,19,5596
13073,35,25,28,989,24,1220
3183,76,39,8,988,27,8180
7109,34,56,5,964,6,4109
11269,70,30,20,961,26,1770
3246,79,63,19,934,19,2177
11687,55,86,9,936,16,6333
4134,56,12,7,942,7,7326
4944,65,15,23,911,3,3971
1704,70,11,11,947,17,3825
10109,77,13,22,972,21,2523
8636,56,21,11,949,19,6659
5759,61,68,15,925,23,8656
10219,50,44,26,932,15,9188
1787,44,30,1,993,30,2037
8923,58,1,22,914,25,3963
10009,34,12,20,919,5,7012
13323,52,75,24,919,26,6418
7197,61,24,6,908,12,6378
9279,54,91,19,990,16,5501
10425,32,32,3,907,3,5473
3342,61,32,22,940,18,7714
1501,55,8,24,913,5,6299
1630,72,51,8,961,22,8952
11817,76,1,6,969,21,6144
12278,64,88,13,984,8,2014
10694,72,68,22,932,11,3035
14530,77,31,6,952,9,2949
2741,61,77,27,974,1,3039
10385,43,29,28,944,21,4078
6875,76,26,26,917,16,8268
6324,31,73,0,928,30,9150
719,34,34,11,972,21,5337
7351,36,40,19,937,22,3874
5303,47,86,26,960,29,9955
2058,53,52,4,949,4,4711
2041,38,81,7,976,26,2152
6201,58,44,26,965,17,4758
12143,52,98,26,943,25,9577
8317,74,75,2,908,27,3571
9738,72,33,21,998,30,6205
6484,68,56,11,943,19,4650
10351,43,86,3,900,19,5703
8330,67,91,10,928,17,9349
7908,54,41,13,962,9,2340
13382,72,11,0,966,17,6235
9183,51,8,26,913,5,7623
8692,77,100,25,933,9,1889
1919,80,21,12,982,22,3380
7805,30,57,23,947,26,3066
3580,42,57,1,943,5,2101
12628,68,50,1,916,27,5881
4716,67,41,6,957,4,4334
604,79,63,1,942,4,9863
10765,53,75,2,937,17,4119
13218,55,40,24,933,23,4052
6534,37,90,25,913,3,9612
13511,33,24,3,930,26,7093
2504,78,87,14,970,15,2951
4400,54,34,4,902,20,6522
3753,64,42,1,913,24,7513
11699,65,28,25,945,17,3490
7329,40,69,0,961,25,6384
7175,33,51,26,934,14,4565
1198,37,46,1,964,4,2909
10963,51,76,13,920,13,3313
4531,66,28,12,979,1,2970
12165,41,6,19,937,26,8122
7518,43,66,1,997,11,4446
2251,58,4,30,905,10,2694
6170,36,19,12,971,22,2443
10676,46,94,30,963,27,5287
4803,30,38,23,936,14,2175
12334,65,98,30,997,2,7073
13863,56,64,18,916,30,4318
11195,43,41,14,932,2,3314
2540,44,26,1,913,30,6322
7196,79,24,24,935,1,7576
13583,55,28,8,982,1,8535
3226,55,32,26,937,27,1052
518,61,9,11,981,16,7649
3291,67,7,23,930,21,8880
3845,35,21,19,925,5,6384
10755,44,13,8,961,18,7786
1512,49,60,2,917,10,8527
14291,75,20,28,931,4,5257
4201,61,65,7,950,7,9174
636,39,89,28,904,3,1150
8711,52,49,6,915,29,6852
4897,34,9,23,992,4,3207
3677,59,58,9,995,9,3341
12264,31,28,28,949,30,6922
11257,65,15,14,984,20,7208
12852,49,40,18,996,23,6065
7698,37,3,24,983,17,8545
11086,50,4,23,934,8,2591
9816,65,63,27,927,15,3240
7457,70,50,17,990,16,3464
2951,71,25,26,922,26,7444
10649,44,34,5,910,29,8811
5000,59,58,10,920,9,1711
2648,37,13,28,974,15,2244
6650,35,7,14,946,9,5943
12564,75,59,25,913,4,7462
3645,80,87,12,992,25,4328
8945,41,88,24,973,13,6556
4220,52,57,23,900,25,2294
6065,80,27,6,909,21,9382
3086,65,34,22,978,30,8106
3525,55,19,4,904,23,5128
992,48,27,18,978,4,5104
4208,58,11,0,920,29,6302
1047,78,60,16,964,15,4359
11100,69,25,20,945,3,9548
5330,37,44,0,934,22,8030
12927,64,3,3,908,10,6065
12519,72,77,15,997,7,8310
10397,45,59,0,912,12,3422
1175,39,43,29,972,5,3783
2891,37,62,13,944,10,2672
4074,37,98,28,992,17,4978
5091,70,53,21,935,30,8152
1451,32,31,27,948,8,2656
1680,68,16,13,979,25,9420
12973,61,77,30,965,25,1530
5200,55,55,0,917,9,7572
14609,40,34,6,966,15,9963
4864,52,44,8,1000,11,2603
2983,46,38,19,948,10,2008
746,79,8,18,907,26,4939
5754,37,69,13,978,26,5638
4777,80,52,26,912,2,8956
4828,77,80,17,936,5,1123
12848,65,96,26,942,29,2728
2106,78,40,10,983,2,7210
7122,42,47,19,905,22,7572
7672,34,30,4,974,19,2635
8123,49,5,5,934,11,4777
8123,37,88,9,943,23,6413
1298,51,52,2,913,7,5046
9384,42,62,5,955,7,3712
5450,75,87,9,912,5,5807
13587,61,94,21,913,6,1681
6639,31,34,10,928,3,2328
9214,80,67,30,974,14,9042
7120,39,4,10,955,13,5682
13685,32,85,5,985,19,2044
3403,60,43,3,965,27,3062
4952,78,7,23,910,17,1539
7184,54,65,13,968,29,3809
14163,32,16,24,970,26,4222
5136,38,46,18,948,27,2586
4521,71,17,27,982,22,1711
5779,51,65,21,925,15,5059
14401,59,4,17,963,28,8093
4287,32,100,14,967,8,3443
7050,70,52,2,967,7,1352
9898,49,74,5,991,20,3199
6615,38,80,21,974,4,5338
14094,37,81,24,979,22,4981
10505,68,5,10,958,20,3947
2820,74,66,3,930,18,6948
3441,66,92,28,956,2,2389
7618,64,52,1,995,17,6483
10484,51,92,14,970,3,6126
4047,47,69,2,920,9,4891
6434,76,78,27,971,29,7381
12064,44,33,17,919,25,2672
3738,52,50,3,1000,12,4360
1030,42,30,3,975,18,6284
9452,40,92,12,935,30,7679
14050,59,24,17,978,15,3789
1458,42,10,11,939,7,4295
12581,42,72,18,935,2,7885
11985,60,68,4,983,11,5749
6570,66,89,10,937,10,4899
3932,41,78,5,998,11,3311
13823,78,7,25,974,1,8465
8232,34,43,2,982,28,6882
6444,79,32,21,935,25,8815
6863,64,77,29,943,10,4851
9559,62,11,21,958,16,6604
11021,50,60,21,983,20,5408
3624,54,25,3,910,29,6941
8172,58,39,7,901,16,9443
2653,44,44,18,930,2,2355
13595,48,72,2,912,4,9558
2367,78,81,19,990,12,8501
2515,31,73,7,917,29,5936
14402,47,45,21,989,20,8940
11214,57,83,28,960,9,9571
7906,65,51,4,959,23,4610
11957,38,57,9,991,16,9782
7045,74,21,1,982,29,9645
9399,68,23,26,995,20,6760
2154,77,5,29,986,1,8488
13559,68,27,25,964,8,9231
568,71,88,19,911,22,4608
12506,70,68,28,941,30,4077
14759,62,42,5,960,23,9033
11044,58,66,15,919,20,9230
14213,70,17,27,927,26,2157
11340,59,59,26,935,6,6356
4081,80,11,14,994,9,8067
3337,55,72,23,943,17,7944
4835,52,68,17,986,16,1071
14908,43,81,27,948,13,9003
9010,71,51,14,916,20,4182
5341,48,22,27,941,20,9908
11525,50,84,13,993,5,5706
1475,52,53,0,947,3,2816
11068,43,96,8,939,10,5941
3245,61,21,22,978,29,3474
11144,50,39,25,987,2,1190
5895,54,45,29,907,12,1949
6648,63,28,5,969,20,2306
9424,33,51,19,941,22,7000
2680,60,53,21,934,6,4073
8175,68,5,9,969,2,7627
1821,31,40,9,996,21,4660
7082,42,22,24,979,24,6768
12904,80,98,0,936,26,2331
5444,37,71,11,969,1,6378
8463,75,25,7,979,22,2199
12480,45,18,10,913,14,6148
13798,57,96,4,984,22,1747
4410,75,96,29,919,28,2020
10509,64,14,19,955,16,9866
1103,49,39,5,910,3,6345
5789,58,79,27,934,10,8790
2127,46,86,21,966,29,4930
13793,38,34,26,926,7,6389
13123,59,18,17,939,30,6854
13319,63,24,20,968,10,1142
12577,63,94,5,966,27,8537
13355,50,69,22,938,27,2594
1484,41,97,29,917,6,9712
2586,36,97,25,962,19,5929
1383,32,95,15,906,15,1199
12583,60,22,6,922,26,1122
3622,33,94,28,976,8,8351
5049,75,35,9,950,19,3243
12322,60,98,29,903,17,2820
4917,55,40,28,916,7,9408
6402,62,70,24,984,22,2968
2523,53,12,12,915,10,9501
13246,75,9,23,925,5,1621
10978,58,87,20,918,19,8381
5761,61,67,12,930,4,5664
1896,59,70,21,999,15,5862
8327,67,32,30,923,14,7286
4178,69,11,10,917,29,8087
6072,50,99,26,909,4,2482
1036,45,95,7,995,24,6787
8451,33,64,19,974,5,6816
4153,50,9,26,911,26,5124
7538,49,91,20,945,30,7880
5953,67,77,1,963,5,7595
10954,37,35,5,973,18,8984
632,48,29,1,942,24,6564
4667,55,20,12,938,28,2256
13008,68,87,9,963,12,9288
1114,70,57,6,966,1,1519
8081,46,40,15,945,21,3814
2274,64,77,20,965,3,5907
6357,75,34,16,937,14,7930
2225,48,8,9,932,17,1371
14077,45,56,30,985,16,5836
7440,46,55,24,978,12,6128
2057,44,56,9,943,8,8518
8257,67,91,7,983,10,2692
900,50,94,13,988,27,4476
9817,32,81,9,921,4,4032
7747,60,95,5,961,20,9776
5242,43,32,20,924,11,1616
13658,33,80,3,976,12,3905
6925,67,8,21,964,10,1258
8967,73,88,25,903,29,4113
9765,78,44,18,963,9,5881
7988,79,64,5,916,22,5745
5422,59,9,4,923,18,8827
920,41,83,4,917,8,2055
9439,78,28,23,941,17,2872
1324,79,89,17,916,1,5598
11009,79,65,15,908,30,4562
8012,35,26,0,980,8,5511
13739,51,77,11,963,10,2463
6436,69,69,6,964,13,9199
10799,66,12,10,932,24,3431
605,33,95,19,992,10,7471
6442,35,89,16,922,16,6507
5814,67,19,15,953,30,1794
4790,64,53,5,991,21,8826
13147,53,65,10,978,25,2945
6799,73,4,16,1000,24,1296
10429,75,97,3,990,28,4432
9689,46,27,9,961,9,2816
5238,35,58,7,937,25,5719
12173,78,3,21,958,10,5654
13481,60,75,5,902,23,6362
11527,67,21,29,917,10,3247
14712,66,1,29,970,14,9364
1232,71,63,18,990,30,1792
1476,70,17,7,979,21,2598
4427,79,85,11,951,16,1305
4813,79,87,1,907,12,2676
9640,43,66,23,973,19,9696
4773,76,43,25,992,19,2135
14782,48,92,3,943,9,7887
2871,73,74,16,955,2,6008
10132,64,25,0,925,30,8418
14479,45,20,6,909,21,4655
4270,59,66,14,930,8,7005
14359,71,27,10,952,14,2915
12251,32,19,24,941,9,8588
7013,59,64,1,929,25,2905
4357,61,4,10,936,28,8059
10750,73,64,8,941,11,2418
2190,36,25,13,972,11,6335
4189,80,66,13,909,4,2139
8971,48,64,2,958,6,3239
10014,65,74,28,989,27,2430
11533,68,39,11,917,27,7481
13731,42,70,21,909,18,3029
11947,47,83,15,934,6,6256
8328,44,5,16,988,16,6871
9781,35,62,17,927,25,6496
8750,37,25,13,938,20,5173
8755,35,39,9,935,4,1324
7978,66,79,24,912,7,1484
11150,36,32,25,918,23,5413
4053,74,13,0,927,18,5997
12807,47,1,29,983,29,3972
13039,34,25,28,903,23,3761
11211,73,1,4,995,12,1556
6039,56,16,13,977,3,5956
13603,54,72,16,902,25,7878
502,43,15,21,901,18,9912
8663,38,62,30,994,20,7955
4110,66,94,14,983,24,7062
6307,49,34,22,907,8,9945
6167,38,38,3,943,24,4494
781,57,54,19,930,27,9225
4622,47,55,15,981,17,8482
1348,38,39,12,952,28,2282
3956,44,4,22,924,13,1717
11642,69,64,16,907,15,3879
14199,80,68,22,952,16,5774
5943,77,85,23,903,6,6060
5397,57,49,18,920,10,5584
9975,48,3,25,976,19,4312
13853,70,54,10,973,30,6181
4778,78,81,12,985,19,4102
5658,34,38,30,941,7,4282
573,36,92,8,950,10,7691
1699,66,35,0,923,19,9064
1111,32,41,11,1000,15,9315
14837,30,70,22,915,13,7053
12103,43,24,10,957,27,6076
14536,79,54,5,965,27,4342
11853,40,80,3,959,7,1743
9957,71,5,3,925,13,6068
4597,58,82,10,978,19,6638
11807,30,57,1,921,3,5841
7921,44,43,10,991,22,1781
14035,47,19,24,925,30,9731
11429,53,25,1,991,6,7335
12395,66,89,10,1000,1,5576
14159,45,13,22,976,21,4248
8127,46,56,21,966,6,2250
12974,65,33,6,975,25,5588
11085,59,53,16,966,29,3579
825,59,93,10,963,15,4161
10621,67,5,5,947,17,3338
10817,32,36,22,986,17,9671
10915,58,48,29,926,18,3368
6707,70,5,27,915,4,2704
11112,34,68,11,927,21,5384
955,39,4,13,991,15,9636
5953,39,10,8,905,12,4669
1135,42,98,17,931,10,3183
10463,70,59,18,990,16,9303
4644,65,81,4,906,28,3319
3752,67,32,0,921,22,7378
11872,47,31,13,942,18,6812
8062,31,80,20,904,8,8448
8145,55,1,18,979,14,9792
10408,49,90,17,900,23,8074
8402,30,53,18,903,26,2187
4483,46,94,14,983,27,4094
2194,42,96,5,953,30,8520
13196,69,98,30,972,22,7042
8595,68,69,8,907,23,2548
8289,75,72,19,958,24,1578
10615,75,78,30,931,12,1585
6169,60,55,27,961,17,1873
3688,41,40,13,951,28,7221
12579,74,29,23,925,17,9175
2014,39,74,16,927,27,9781
14068,61,13,25,959,24,2264
5381,68,67,21,986,30,7659
6242,56,64,24,969,6,9285
11082,45,26,25,934,15,2006
2929,56,52,12,986,23,8592
14651,48,33,2,941,8,8792
12744,35,37,12,998,5,1695
1713,61,55,5,938,27,9172
4894,58,32,23,926,1,1936
13980,53,39,15,950,16,4732
11293,58,6,7,958,15,6309
7276,53,93,22,966,29,9474
8441,33,76,1,926,10,1900
7451,66,97,4,915,2,7826
3232,49,74,19,904,30,7473
14257,45,72,21,919,29,6872
9421,37,1,27,939,5,2628
7499,68,29,7,950,26,6398
11820,49,80,2,917,19,8497
9854,67,95,12,988,17,5094
10780,77,28,5,924,14,7868
10483,43,5,21,933,20,5774
1733,46,27,20,996,26,5809
9488,37,12,21,954,5,1445
10998,74,50,8,930,11,6060
1960,67,92,29,962,11,7474
11141,36,50,17,962,29,7927
3300,65,4,1,921,5,7106
11452,72,36,17,998,26,3772
12233,68,86,12,974,28,9680
9765,71,12,5,959,19,5219
14773,31,7,18,915,27,5177
13754,36,89,11,946,17,8274
6119,40,75,19,958,14,7211
3605,64,55,28,992,24,8780
5855,74,6,9,954,4,7272
6133,40,43,15,900,19,2313
14750,34,82,0,988,9,8328
8204,60,90,1,973,22,8791
6085,37,4,21,951,22,8295
6342,48,78,8,906,2,5180
679,65,67,26,965,1,1628
8013,52,10,23,904,8,6469
8620,76,94,5,991,12,4549
8631,36,76,13,902,11,3748
3625,30,60,24,936,26,4971
6421,80,2,16,970,30,3286
8934,34,53,25,916,4,9653
5363,71,76,30,921,12,6111
3212,58,68,28,924,15,1716
5522,40,3,15,966,4,8870
1724,75,65,8,975,1,9102
3337,55,90,20,976,10,7809
13793,48,17,1,909,30,8473
3425,64,3,17,1000,9,1706
9569,69,77,10,981,22,3321
4117,37,23,10,926,12,2088
12510,51,99,19,953,4,7517
11764,60,67,29,975,6,8688
3259,61,88,26,943,22,7643
3836,66,43,30,928,21,8222
9786,60,25,17,981,23,8358
11301,48,47,12,958,22,3255
625,39,16,20,969,10,9706
12644,54,53,15,915,19,5188
7650,34,96,17,968,21,9955
5277,38,35,17,956,25,6780
9135,48,47,19,961,18,4540
14634,54,87,26,955,10,5859
11074,35,60,26,957,14,7241
1681,66,77,11,947,19,9203
7809,53,6,7,912,8,1722
9280,46,77,11,956,11,5845
13465,59,14,21,953,19,3239
11877,59,60,27,906,15,9926
14959,61,79,10,963,30,7791
3934,65,62,12,989,1,3210
8456,45,71,11,911,28,8975
8669,48,100,20,929,3,4619
14503,52,9,27,931,16,6028
5943,80,32,20,926,21,9711
4011,77,54,6,901,7,6470
13621,58,60,17,915,16,9932
14385,79,59,19,916,29,8855
9328,79,81,24,972,21,2499
6720,41,53,27,915,7,5445
6911,43,54,8,995,13,8565
6060,65,39,2,950,15,5274
8157,73,96,15,949,20,6572
8417,39,37,29,910,27,4622
11852,31,75,26,911,1,7055
4127,62,79,4,933,24,8310
10341,36,93,15,930,30,3650
12224,70,80,17,905,21,6493
4874,38,83,3,975,30,3551
14295,65,45,12,958,19,2270
14466,36,26,4,960,11,4145
7668,41,16,23,992,9,4759
4402,77,65,0,989,5,6055
6887,63,31,30,933,13,4009
2327,58,97,27,998,12,4593
1444,68,65,17,985,21,2620
9474,69,75,12,996,20,9306
9504,37,82,20,915,29,1028
10960,53,56,4,902,17,5255
5431,30,96,27,958,15,3227
6536,30,37,20,927,15,3757
4168,43,43,0,987,26,4316
8891,78,77,13,961,29,8888
9395,39,37,10,948,20,4720
14799,73,13,9,971,20,6987
4993,32,56,27,943,14,1800
6386,37,28,23,906,11,6926
7666,58,28,18,960,16,3526
9048,59,37,20,985,20,7521
9847,49,32,14,951,26,1054
11499,52,36,26,946,30,3140
809,42,80,22,914,5,6807
9930,75,19,3,987,10,5260
9734,39,54,18,913,8,8875
6789,70,52,30,925,6,9261
8821,37,94,14,993,7,4580
2796,78,38,4,976,11,6251
7107,67,47,19,959,2,3284
9128,74,24,2,909,16,9910
14048,65,94,13,957,27,3354
6854,45,79,14,920,23,4222
1015,73,98,7,964,18,2648
9169,34,43,17,903,7,2367
9190,35,31,23,956,13,6270
8842,55,15,19,935,26,5253
4649,67,32,0,954,13,3267
7025,38,57,22,968,23,4033
3898,60,10,30,929,25,7247
2307,34,3,11,944,23,6571
7666,61,64,23,932,2,4011
11008,30,88,18,991,8,2519
7070,45,58,21,934,27,1550
2945,55,70,17,927,18,7943
10608,60,95,19,966,30,1705
13287,59,55,25,911,25,3147
6723,68,25,5,901,5,7211
7645,63,19,5,957,19,1949
509,51,95,0,916,9,7576
13648,45,60,24,997,19,1196
13635,63,48,1,936,27,1124
8081,49,46,26,930,6,6823
3293,31,51,16,997,27,7873
11701,56,34,26,996,26,7157
3151,56,66,8,986,1,3525
4226,36,90,28,944,15,9518
11540,69,53,17,972,11,5365
7708,48,87,22,951,1,1823
2827,38,8,30,994,4,6220
3369,60,16,14,916,7,9128
8098,44,71,15,945,19,7222
8378,74,79,2,930,24,6926
14956,71,30,20,904,3,7068
10476,55,74,18,951,7,5282
9092,68,8,25,910,6,3445
11608,56,51,13,986,20,7815
1899,72,59,18,985,19,3622
5384,55,98,0,985,2,4390
13562,67,68,26,999,23,6967
4360,33,94,14,990,27,2742
1572,54,73,12,930,28,3830
6636,51,72,3,931,23,5364
11526,61,25,23,952,28,6818
1621,44,73,14,930,17,9134
3329,45,2,21,935,5,9489
9479,36,67,3,911,24,7003
14112,54,32,5,990,12,8422
10481,74,70,27,922,9,7625
10761,43,2,5,993,3,4972
12981,70,64,7,999,14,7052
4688,61,89,6,980,16,2389
10436,53,15,14,942,10,6598
9704,58,21,5,965,17,6257
5146,43,5,1,995,21,4002
4976,65,35,30,946,20,4327
12926,33,16,25,913,14,7178
10928,76,47,11,948,22,6355
5334,51,73,1,971,16,9839
7466,31,77,8,938,10,2979
2934,30,32,19,925,21,4051
12062,34,48,4,971,28,1481
2827,38,97,13,973,4,5052
10424,54,56,7,934,4,2695
952,60,15,13,912,21,7817
5018,43,97,17,997,25,5926
